"Project","Feature","RelativePath","FileName","ClassName","BaseClass"
"Dukan_x","staff","G:\desktop app genuine\Dukan_x\lib\features\staff\presentation\screens\unified_staff_detail_screen.dart","unified_staff_detail_screen.dart","UnifiedStaffDetailScreen","StatelessWidget"
"Dukan_x","statements","G:\desktop app genuine\Dukan_x\lib\features\statements\presentation\screens\batch_expiry_statement_screen.dart","batch_expiry_statement_screen.dart","BatchExpiryStatementScreen","ConsumerStatefulWidget"
"Dukan_x","statements","G:\desktop app genuine\Dukan_x\lib\features\statements\presentation\screens\commission_statement_screen.dart","commission_statement_screen.dart","CommissionStatementScreen","ConsumerStatefulWidget"
"Dukan_x","statements","G:\desktop app genuine\Dukan_x\lib\features\statements\presentation\screens\customer_invoice_statement_screen.dart","customer_invoice_statement_screen.dart","CustomerInvoiceStatementScreen","ConsumerStatefulWidget"
"Dukan_x","statements","G:\desktop app genuine\Dukan_x\lib\features\statements\presentation\screens\event_booking_statement_screen.dart","event_booking_statement_screen.dart","EventBookingStatementScreen","ConsumerStatefulWidget"
"Dukan_x","statements","G:\desktop app genuine\Dukan_x\lib\features\statements\presentation\screens\fee_statement_screen.dart","fee_statement_screen.dart","FeeStatementScreen","ConsumerStatefulWidget"
"Dukan_x","statements","G:\desktop app genuine\Dukan_x\lib\features\statements\presentation\screens\fuel_sales_statement_screen.dart","fuel_sales_statement_screen.dart","FuelSalesStatementScreen","ConsumerStatefulWidget"
"Dukan_x","statements","G:\desktop app genuine\Dukan_x\lib\features\statements\presentation\screens\imei_tracking_statement_screen.dart","imei_tracking_statement_screen.dart","ImeiTrackingStatementScreen","ConsumerStatefulWidget"
"Dukan_x","statements","G:\desktop app genuine\Dukan_x\lib\features\statements\presentation\screens\patient_visit_statement_screen.dart","patient_visit_statement_screen.dart","PatientVisitStatementScreen","ConsumerStatefulWidget"
"Dukan_x","statements","G:\desktop app genuine\Dukan_x\lib\features\statements\presentation\screens\service_job_statement_screen.dart","service_job_statement_screen.dart","ServiceJobStatementScreen","ConsumerStatefulWidget"
"Dukan_x","statements","G:\desktop app genuine\Dukan_x\lib\features\statements\presentation\screens\stock_valuation_statement_screen.dart","stock_valuation_statement_screen.dart","StockValuationStatementScreen","ConsumerStatefulWidget"
"Dukan_x","stock","G:\desktop app genuine\Dukan_x\lib\features\stock\presentation\screens\add_stock_screen.dart","add_stock_screen.dart","AddStockScreen","StatefulWidget"
"Dukan_x","super_admin","G:\desktop app genuine\Dukan_x\lib\features\super_admin\presentation\screens\admin_dashboard_screen.dart","admin_dashboard_screen.dart","AdminDashboardScreen","ConsumerStatefulWidget"
"Dukan_x","super_admin","G:\desktop app genuine\Dukan_x\lib\features\super_admin\presentation\screens\alert_management_screen.dart","alert_management_screen.dart","AlertManagementScreen","ConsumerStatefulWidget"
"Dukan_x","super_admin","G:\desktop app genuine\Dukan_x\lib\features\super_admin\presentation\screens\audit_viewer_screen.dart","audit_viewer_screen.dart","AuditViewerScreen","ConsumerStatefulWidget"
"Dukan_x","super_admin","G:\desktop app genuine\Dukan_x\lib\features\super_admin\presentation\screens\generate_license_screen.dart","generate_license_screen.dart","GenerateLicenseScreen","StatefulWidget"
"Dukan_x","super_admin","G:\desktop app genuine\Dukan_x\lib\features\super_admin\presentation\screens\license_detail_screen.dart","license_detail_screen.dart","LicenseDetailScreen","StatefulWidget"
"Dukan_x","super_admin","G:\desktop app genuine\Dukan_x\lib\features\super_admin\presentation\screens\license_feature_override_screen.dart","license_feature_override_screen.dart","LicenseFeatureOverrideScreen","ConsumerStatefulWidget"
"Dukan_x","super_admin","G:\desktop app genuine\Dukan_x\lib\features\super_admin\presentation\screens\license_list_screen.dart","license_list_screen.dart","LicenseListScreen","StatefulWidget"
"Dukan_x","super_admin","G:\desktop app genuine\Dukan_x\lib\features\super_admin\presentation\screens\plan_override_screen.dart","plan_override_screen.dart","PlanOverrideScreen","ConsumerStatefulWidget"
"Dukan_x","super_admin","G:\desktop app genuine\Dukan_x\lib\features\super_admin\presentation\screens\super_admin_screen.dart","super_admin_screen.dart","SuperAdminScreen","StatefulWidget"
"Dukan_x","super_admin","G:\desktop app genuine\Dukan_x\lib\features\super_admin\presentation\screens\tenant_management_screen.dart","tenant_management_screen.dart","TenantManagementScreen","ConsumerStatefulWidget"
"Dukan_x","super_admin","G:\desktop app genuine\Dukan_x\lib\features\super_admin\presentation\screens\usage_dashboard_screen.dart","usage_dashboard_screen.dart","UsageDashboardScreen","ConsumerStatefulWidget"
"Dukan_x","visits","G:\desktop app genuine\Dukan_x\lib\features\visits\screens\clinic_invoice_preview_screen.dart","clinic_invoice_preview_screen.dart","ClinicInvoicePreviewScreen","StatefulWidget"
"Dukan_x","visits","G:\desktop app genuine\Dukan_x\lib\features\visits\screens\visit_queue_screen.dart","visit_queue_screen.dart","VisitQueueScreen","ConsumerStatefulWidget"
"Dukan_x","module/grocery","G:\desktop app genuine\Dukan_x\lib\modules\grocery\routes\grocery_routes.dart","grocery_routes.dart","GroceryBillingScreen","ConsumerWidget"
"Dukan_x","module/grocery","G:\desktop app genuine\Dukan_x\lib\modules\grocery\routes\grocery_routes.dart","grocery_routes.dart","GroceryInventoryScreen","ConsumerWidget"
"Dukan_x","module/grocery","G:\desktop app genuine\Dukan_x\lib\modules\grocery\routes\grocery_routes.dart","grocery_routes.dart","GroceryBatchesScreen","ConsumerWidget"
"Dukan_x","module/grocery","G:\desktop app genuine\Dukan_x\lib\modules\grocery\routes\grocery_routes.dart","grocery_routes.dart","GroceryReportsScreen","ConsumerWidget"
"Dukan_x","core/general","G:\desktop app genuine\Dukan_x\lib\screens\admin_migrations_screen.dart","admin_migrations_screen.dart","AdminMigrationsScreen","StatefulWidget"
"Dukan_x","core/general","G:\desktop app genuine\Dukan_x\lib\screens\advanced_billing_screen.dart","advanced_billing_screen.dart","AdvancedBillingScreen","StatelessWidget"
"Dukan_x","core/general","G:\desktop app genuine\Dukan_x\lib\screens\advanced_bill_creation_screen.dart","advanced_bill_creation_screen.dart","AdvancedBillCreationScreen","StatelessWidget"
"Dukan_x","core/general","G:\desktop app genuine\Dukan_x\lib\screens\app_management_screen.dart","app_management_screen.dart","AppManagementScreen","StatefulWidget"
"Dukan_x","core/general","G:\desktop app genuine\Dukan_x\lib\screens\billing_flow.dart","billing_flow.dart","BillingFlow","StatefulWidget"
"Dukan_x","core/general","G:\desktop app genuine\Dukan_x\lib\screens\billing_reports_screen.dart","billing_reports_screen.dart","BillingReportsScreen","ConsumerStatefulWidget"
"Dukan_x","core/general","G:\desktop app genuine\Dukan_x\lib\screens\bill_detail.dart","bill_detail.dart","BillDetailScreen","StatefulWidget"
"Dukan_x","core/general","G:\desktop app genuine\Dukan_x\lib\screens\bill_search_screen.dart","bill_search_screen.dart","BillSearchScreen","StatefulWidget"
"Dukan_x","core/general","G:\desktop app genuine\Dukan_x\lib\screens\blacklist_management_screen.dart","blacklist_management_screen.dart","BlacklistManagementScreen","StatefulWidget"
"Dukan_x","core/general","G:\desktop app genuine\Dukan_x\lib\screens\business_type_selection_screen.dart","business_type_selection_screen.dart","BusinessTypeSelectionScreen","ConsumerWidget"
"Dukan_x","core/general","G:\desktop app genuine\Dukan_x\lib\screens\cloud_sync_settings_screen.dart","cloud_sync_settings_screen.dart","CloudSyncSettingsScreen","StatefulWidget"
"Dukan_x","core/general","G:\desktop app genuine\Dukan_x\lib\screens\comprehensive_owner_dashboard_modern.dart","comprehensive_owner_dashboard_modern.dart","ComprehensiveOwnerDashboardModern","StatelessWidget"
"Dukan_x","core/general","G:\desktop app genuine\Dukan_x\lib\screens\create_invoice_screen.dart","create_invoice_screen.dart","CreateInvoiceScreen","StatefulWidget"
"Dukan_x","core/general","G:\desktop app genuine\Dukan_x\lib\screens\customer_app_view.dart","customer_app_view.dart","CustomerAppView","StatefulWidget"
"Dukan_x","core/general","G:\desktop app genuine\Dukan_x\lib\screens\customer_app_view_modern.dart","customer_app_view_modern.dart","CustomerAppViewModern","StatefulWidget"
"Dukan_x","core/general","G:\desktop app genuine\Dukan_x\lib\screens\customer_bills.dart","customer_bills.dart","CustomerBillsScreen","StatelessWidget"
"Dukan_x","core/general","G:\desktop app genuine\Dukan_x\lib\screens\customer_link_accept_screen.dart","customer_link_accept_screen.dart","CustomerLinkAcceptScreen","ConsumerStatefulWidget"
"Dukan_x","core/general","G:\desktop app genuine\Dukan_x\lib\screens\customer_link_shop_screen.dart","customer_link_shop_screen.dart","CustomerLinkShopScreen","StatefulWidget"
"Dukan_x","core/general","G:\desktop app genuine\Dukan_x\lib\screens\customer_profile_management.dart","customer_profile_management.dart","CustomerProfileManagementScreen","StatefulWidget"
"Dukan_x","core/general","G:\desktop app genuine\Dukan_x\lib\screens\customer_report_screen.dart","customer_report_screen.dart","CustomerReportScreen","StatelessWidget"
"Dukan_x","core/general","G:\desktop app genuine\Dukan_x\lib\screens\dashboard_metrics_row.dart","dashboard_metrics_row.dart","DashboardMetricsRow","StatelessWidget"
"Dukan_x","core/general","G:\desktop app genuine\Dukan_x\lib\screens\developer_health_screen.dart","developer_health_screen.dart","DeveloperHealthScreen","StatefulWidget"
"Dukan_x","core/general","G:\desktop app genuine\Dukan_x\lib\screens\dukanx_splash_screen.dart","dukanx_splash_screen.dart","DukanXSplashScreen","StatefulWidget"
"Dukan_x","core/general","G:\desktop app genuine\Dukan_x\lib\screens\editable_invoice_screen.dart","editable_invoice_screen.dart","EditableInvoiceScreen","StatefulWidget"
"Dukan_x","core/general","G:\desktop app genuine\Dukan_x\lib\screens\edit_bill_screen.dart","edit_bill_screen.dart","EditBillScreen","StatefulWidget"
"Dukan_x","core/general","G:\desktop app genuine\Dukan_x\lib\screens\edit_customer_screen.dart","edit_customer_screen.dart","EditCustomerScreen","ConsumerStatefulWidget"
"Dukan_x","core/general","G:\desktop app genuine\Dukan_x\lib\screens\medical_dashboard.dart","medical_dashboard.dart","MedicalDashboard","ConsumerStatefulWidget"
"Dukan_x","core/general","G:\desktop app genuine\Dukan_x\lib\screens\owner_bill_list_screen.dart","owner_bill_list_screen.dart","OwnerBillListScreen","StatefulWidget"
"Dukan_x","core/general","G:\desktop app genuine\Dukan_x\lib\screens\owner_link_screen.dart","owner_link_screen.dart","OwnerLinkScreen","StatefulWidget"
"Dukan_x","core/general","G:\desktop app genuine\Dukan_x\lib\screens\payment_dialog_screen.dart","payment_dialog_screen.dart","PaymentDialogScreen","StatefulWidget"
"Dukan_x","core/general","G:\desktop app genuine\Dukan_x\lib\screens\payment_history_screen.dart","payment_history_screen.dart","PaymentHistoryScreen","ConsumerStatefulWidget"
"Dukan_x","core/general","G:\desktop app genuine\Dukan_x\lib\screens\payment_management_screen.dart","payment_management_screen.dart","PaymentManagementScreen","StatefulWidget"
"Dukan_x","core/general","G:\desktop app genuine\Dukan_x\lib\screens\pending_dues_screen.dart","pending_dues_screen.dart","PendingDuesScreen","ConsumerStatefulWidget"
"Dukan_x","core/general","G:\desktop app genuine\Dukan_x\lib\screens\pending_screen.dart","pending_screen.dart","PendingScreen","StatefulWidget"
"Dukan_x","core/general","G:\desktop app genuine\Dukan_x\lib\screens\professional_customer_portal.dart","professional_customer_portal.dart","ProfessionalCustomerPortal","StatefulWidget"
"Dukan_x","core/general","G:\desktop app genuine\Dukan_x\lib\screens\professional_customer_portal.dart","professional_customer_portal.dart","CustomerLiveBillsTab","StatelessWidget"
"Dukan_x","core/general","G:\desktop app genuine\Dukan_x\lib\screens\professional_startup_screen.dart","professional_startup_screen.dart","ProfessionalStartupScreen","StatefulWidget"
"Dukan_x","core/general","G:\desktop app genuine\Dukan_x\lib\screens\real_sync_screen.dart","real_sync_screen.dart","RealSyncScreen","ConsumerStatefulWidget"
"Dukan_x","core/general","G:\desktop app genuine\Dukan_x\lib\screens\shop_management_screen.dart","shop_management_screen.dart","ShopManagementScreen","StatefulWidget"
"Dukan_x","core/general","G:\desktop app genuine\Dukan_x\lib\screens\shop_selection_screen.dart","shop_selection_screen.dart","ShopSelectionScreen","ConsumerStatefulWidget"
"Dukan_x","core/general","G:\desktop app genuine\Dukan_x\lib\screens\total_bills_screen.dart","total_bills_screen.dart","TotalBillsScreen","StatefulWidget"
"Dukan_x","core/general","G:\desktop app genuine\Dukan_x\lib\screens\total_paid_screen.dart","total_paid_screen.dart","TotalPaidScreen","StatefulWidget"
"Dukan_x","core/general","G:\desktop app genuine\Dukan_x\lib\screens\udhar_tab.dart","udhar_tab.dart","UdharTab","ConsumerWidget"
"Dukan_x","core/general","G:\desktop app genuine\Dukan_x\lib\screens\udhar_tab.dart","udhar_tab.dart","UdharDetailScreen","ConsumerWidget"
"Dukan_x","core/general","G:\desktop app genuine\Dukan_x\lib\screens\vendor_qr_code_screen.dart","vendor_qr_code_screen.dart","VendorQRCodeScreen","StatefulWidget"
"Dukan_x","core/general","G:\desktop app genuine\Dukan_x\lib\screens\sale\payment_in_list.dart","payment_in_list.dart","PaymentInListScreen","StatelessWidget"
"Dukan_x","core/general","G:\desktop app genuine\Dukan_x\lib\screens\sale\sale_challan_list.dart","sale_challan_list.dart","SaleChallanListScreen","StatelessWidget"
"Dukan_x","core/general","G:\desktop app genuine\Dukan_x\lib\screens\sale\sale_home_screen.dart","sale_home_screen.dart","SaleHomeScreen","ConsumerStatefulWidget"
"Dukan_x","core/general","G:\desktop app genuine\Dukan_x\lib\screens\sale\sale_invoice_list.dart","sale_invoice_list.dart","SaleInvoiceListScreen","StatelessWidget"
"Dukan_x","core/general","G:\desktop app genuine\Dukan_x\lib\screens\sale\sale_order_list.dart","sale_order_list.dart","SaleOrderListScreen","StatelessWidget"
"Dukan_x","core/general","G:\desktop app genuine\Dukan_x\lib\screens\sale\sale_return_list.dart","sale_return_list.dart","SaleReturnListScreen","StatelessWidget"
"dukan_customer_app","auth","G:\desktop app genuine\dukan_customer_app\lib\features\auth\presentation\screens\login_screen.dart","login_screen.dart","LoginScreen","ConsumerStatefulWidget"
"dukan_customer_app","auth","G:\desktop app genuine\dukan_customer_app\lib\features\auth\presentation\screens\otp_screen.dart","otp_screen.dart","OtpScreen","ConsumerStatefulWidget"
"dukan_customer_app","home","G:\desktop app genuine\dukan_customer_app\lib\features\home\presentation\screens\customer_home_screen.dart","customer_home_screen.dart","CustomerHomeScreen","ConsumerStatefulWidget"
"dukan_customer_app","invoices","G:\desktop app genuine\dukan_customer_app\lib\features\invoices\presentation\screens\invoice_detail_screen.dart","invoice_detail_screen.dart","InvoiceDetailScreen","ConsumerWidget"
"dukan_customer_app","invoices","G:\desktop app genuine\dukan_customer_app\lib\features\invoices\presentation\screens\invoice_list_screen.dart","invoice_list_screen.dart","InvoiceListScreen","ConsumerStatefulWidget"
"dukan_customer_app","in_store","G:\desktop app genuine\dukan_customer_app\lib\features\in_store\presentation\screens\cart_review_screen.dart","cart_review_screen.dart","CartReviewScreen","ConsumerWidget"
"dukan_customer_app","in_store","G:\desktop app genuine\dukan_customer_app\lib\features\in_store\presentation\screens\exit_qr_screen.dart","exit_qr_screen.dart","ExitQRScreen","ConsumerStatefulWidget"
"dukan_customer_app","in_store","G:\desktop app genuine\dukan_customer_app\lib\features\in_store\presentation\screens\in_store_landing_screen.dart","in_store_landing_screen.dart","InStoreLandingScreen","ConsumerWidget"
"dukan_customer_app","in_store","G:\desktop app genuine\dukan_customer_app\lib\features\in_store\presentation\screens\in_store_payment_screen.dart","in_store_payment_screen.dart","InStorePaymentScreen","ConsumerStatefulWidget"
"dukan_customer_app","in_store","G:\desktop app genuine\dukan_customer_app\lib\features\in_store\presentation\screens\in_store_shopping_screen.dart","in_store_shopping_screen.dart","InStoreShoppingScreen","ConsumerStatefulWidget"
"dukan_customer_app","in_store","G:\desktop app genuine\dukan_customer_app\lib\features\in_store\presentation\screens\store_entry_qr_scan_screen.dart","store_entry_qr_scan_screen.dart","StoreEntryQRScanScreen","ConsumerStatefulWidget"
"dukan_customer_app","ledger","G:\desktop app genuine\dukan_customer_app\lib\features\ledger\presentation\screens\ledger_screen.dart","ledger_screen.dart","LedgerScreen","ConsumerWidget"
"dukan_customer_app","marketplace","G:\desktop app genuine\dukan_customer_app\lib\features\marketplace\presentation\screens\cart_screen.dart","cart_screen.dart","CartScreen","ConsumerWidget"
"dukan_customer_app","marketplace","G:\desktop app genuine\dukan_customer_app\lib\features\marketplace\presentation\screens\checkout_screen.dart","checkout_screen.dart","CheckoutScreen","ConsumerStatefulWidget"
"dukan_customer_app","marketplace","G:\desktop app genuine\dukan_customer_app\lib\features\marketplace\presentation\screens\orders_screen.dart","orders_screen.dart","OrdersScreen","ConsumerWidget"
"dukan_customer_app","marketplace","G:\desktop app genuine\dukan_customer_app\lib\features\marketplace\presentation\screens\order_confirmation_screen.dart","order_confirmation_screen.dart","OrderConfirmationScreen","StatelessWidget"
"dukan_customer_app","marketplace","G:\desktop app genuine\dukan_customer_app\lib\features\marketplace\presentation\screens\order_tracking_screen.dart","order_tracking_screen.dart","OrderTrackingScreen","StatelessWidget"
"dukan_customer_app","marketplace","G:\desktop app genuine\dukan_customer_app\lib\features\marketplace\presentation\screens\product_catalog_screen.dart","product_catalog_screen.dart","ProductCatalogScreen","ConsumerStatefulWidget"
"dukan_customer_app","marketplace","G:\desktop app genuine\dukan_customer_app\lib\features\marketplace\presentation\screens\store_discovery_screen.dart","store_discovery_screen.dart","StoreDiscoveryScreen","ConsumerStatefulWidget"
"dukan_customer_app","marketplace","G:\desktop app genuine\dukan_customer_app\lib\features\marketplace\presentation\screens\store_home_screen.dart","store_home_screen.dart","StoreHomeScreen","ConsumerStatefulWidget"
"dukan_customer_app","notifications","G:\desktop app genuine\dukan_customer_app\lib\features\notifications\presentation\screens\notifications_screen.dart","notifications_screen.dart","NotificationsScreen","ConsumerWidget"
"dukan_customer_app","payments","G:\desktop app genuine\dukan_customer_app\lib\features\payments\presentation\screens\record_payment_screen.dart","record_payment_screen.dart","RecordPaymentScreen","ConsumerStatefulWidget"
"dukan_customer_app","profile","G:\desktop app genuine\dukan_customer_app\lib\features\profile\presentation\screens\edit_profile_screen.dart","edit_profile_screen.dart","EditProfileScreen","ConsumerStatefulWidget"
"dukan_customer_app","profile","G:\desktop app genuine\dukan_customer_app\lib\features\profile\presentation\screens\profile_screen.dart","profile_screen.dart","ProfileScreen","ConsumerWidget"
"dukan_customer_app","shops","G:\desktop app genuine\dukan_customer_app\lib\features\shops\presentation\screens\linked_shops_screen.dart","linked_shops_screen.dart","LinkedShopsScreen","ConsumerWidget"
"dukan_restro_pwa","auth","G:\desktop app genuine\dukan_restro_pwa\lib\features\auth\login_screen.dart","login_screen.dart","LoginScreen","ConsumerStatefulWidget"
"dukan_restro_pwa","auth","G:\desktop app genuine\dukan_restro_pwa\lib\features\auth\signup_screen.dart","signup_screen.dart","SignupScreen","ConsumerStatefulWidget"
"dukan_restro_pwa","auth","G:\desktop app genuine\dukan_restro_pwa\lib\features\auth\verification_screen.dart","verification_screen.dart","VerificationScreen","ConsumerStatefulWidget"
"dukan_restro_pwa","bill","G:\desktop app genuine\dukan_restro_pwa\lib\features\bill\live_bill_screen.dart","live_bill_screen.dart","LiveBillScreen","ConsumerStatefulWidget"
"dukan_restro_pwa","landing","G:\desktop app genuine\dukan_restro_pwa\lib\features\landing\scan_landing_screen.dart","scan_landing_screen.dart","ScanLandingScreen","ConsumerStatefulWidget"
"dukan_restro_pwa","menu","G:\desktop app genuine\dukan_restro_pwa\lib\features\menu\menu_screen.dart","menu_screen.dart","MenuScreen","ConsumerStatefulWidget"
"dukan_restro_pwa","order","G:\desktop app genuine\dukan_restro_pwa\lib\features\order\order_bag_screen.dart","order_bag_screen.dart","OrderBagScreen","ConsumerStatefulWidget"
"dukan_restro_pwa","order","G:\desktop app genuine\dukan_restro_pwa\lib\features\order\order_tracking_screen.dart","order_tracking_screen.dart","OrderTrackingScreen","ConsumerStatefulWidget"
"dukan_restro_pwa","payment","G:\desktop app genuine\dukan_restro_pwa\lib\features\payment\payment_screen.dart","payment_screen.dart","PaymentScreen","ConsumerStatefulWidget"
"school_admin_app","admissions","G:\desktop app genuine\school_admin_app\lib\features\admissions\screens\admissions_screen.dart","admissions_screen.dart","AdmissionsScreen","ConsumerStatefulWidget"
"school_admin_app","announcements","G:\desktop app genuine\school_admin_app\lib\features\announcements\screens\announcements_screen.dart","announcements_screen.dart","AnnouncementsScreen","ConsumerWidget"
"school_admin_app","attendance","G:\desktop app genuine\school_admin_app\lib\features\attendance\screens\attendance_screen.dart","attendance_screen.dart","AttendanceScreen","ConsumerStatefulWidget"
"school_admin_app","auth","G:\desktop app genuine\school_admin_app\lib\features\auth\screens\login_screen.dart","login_screen.dart","LoginScreen","ConsumerStatefulWidget"
"school_admin_app","classes","G:\desktop app genuine\school_admin_app\lib\features\classes\screens\classes_screen.dart","classes_screen.dart","ClassesScreen","ConsumerWidget"
"school_admin_app","dashboard","G:\desktop app genuine\school_admin_app\lib\features\dashboard\screens\dashboard_screen.dart","dashboard_screen.dart","DashboardScreen","ConsumerWidget"
"school_admin_app","faculty","G:\desktop app genuine\school_admin_app\lib\features\faculty\screens\faculty_screen.dart","faculty_screen.dart","FacultyScreen","ConsumerStatefulWidget"
"school_admin_app","fees","G:\desktop app genuine\school_admin_app\lib\features\fees\screens\fees_screen.dart","fees_screen.dart","FeesScreen","ConsumerWidget"
"school_admin_app","hostel","G:\desktop app genuine\school_admin_app\lib\features\hostel\screens\hostel_screen.dart","hostel_screen.dart","HostelScreen","ConsumerWidget"
"school_admin_app","leave","G:\desktop app genuine\school_admin_app\lib\features\leave\screens\leave_screen.dart","leave_screen.dart","LeaveScreen","ConsumerWidget"
"school_admin_app","library","G:\desktop app genuine\school_admin_app\lib\features\library\screens\library_screen.dart","library_screen.dart","LibraryScreen","ConsumerWidget"
"school_admin_app","payroll","G:\desktop app genuine\school_admin_app\lib\features\payroll\screens\payroll_screen.dart","payroll_screen.dart","PayrollScreen","ConsumerWidget"
"school_admin_app","reports","G:\desktop app genuine\school_admin_app\lib\features\reports\screens\reports_screen.dart","reports_screen.dart","ReportsScreen","ConsumerStatefulWidget"
"school_admin_app","settings","G:\desktop app genuine\school_admin_app\lib\features\settings\screens\settings_screen.dart","settings_screen.dart","SettingsScreen","ConsumerWidget"
"school_admin_app","students","G:\desktop app genuine\school_admin_app\lib\features\students\screens\students_screen.dart","students_screen.dart","StudentsScreen","ConsumerStatefulWidget"
"school_admin_app","transport","G:\desktop app genuine\school_admin_app\lib\features\transport\screens\transport_screen.dart","transport_screen.dart","TransportScreen","ConsumerWidget"
"school_student_app","attendance","G:\desktop app genuine\school_student_app\lib\features\attendance\screens\attendance_screen.dart","attendance_screen.dart","AttendanceScreen","ConsumerWidget"
"school_student_app","auth","G:\desktop app genuine\school_student_app\lib\features\auth\screens\login_screen.dart","login_screen.dart","LoginScreen","ConsumerStatefulWidget"
"school_student_app","dashboard","G:\desktop app genuine\school_student_app\lib\features\dashboard\screens\dashboard_screen.dart","dashboard_screen.dart","DashboardScreen","ConsumerWidget"
"school_student_app","exams","G:\desktop app genuine\school_student_app\lib\features\exams\screens\exams_screen.dart","exams_screen.dart","ExamsScreen","ConsumerStatefulWidget"
"school_student_app","fees","G:\desktop app genuine\school_student_app\lib\features\fees\screens\fees_screen.dart","fees_screen.dart","FeesScreen","ConsumerWidget"
"school_student_app","fees","G:\desktop app genuine\school_student_app\lib\features\fees\screens\fee_payment_screen.dart","fee_payment_screen.dart","FeePaymentScreen","ConsumerStatefulWidget"
"school_student_app","homework","G:\desktop app genuine\school_student_app\lib\features\homework\screens\homework_screen.dart","homework_screen.dart","HomeworkScreen","ConsumerWidget"
"school_student_app","leave","G:\desktop app genuine\school_student_app\lib\features\leave\screens\leave_screen.dart","leave_screen.dart","LeaveScreen","ConsumerStatefulWidget"
"school_student_app","library","G:\desktop app genuine\school_student_app\lib\features\library\screens\library_screen.dart","library_screen.dart","LibraryScreen","ConsumerWidget"
"school_student_app","materials","G:\desktop app genuine\school_student_app\lib\features\materials\screens\materials_screen.dart","materials_screen.dart","MaterialsScreen","ConsumerStatefulWidget"
"school_student_app","notifications","G:\desktop app genuine\school_student_app\lib\features\notifications\screens\notifications_screen.dart","notifications_screen.dart","NotificationsScreen","ConsumerWidget"
"school_student_app","profile","G:\desktop app genuine\school_student_app\lib\features\profile\screens\profile_screen.dart","profile_screen.dart","ProfileScreen","ConsumerWidget"
"school_student_app","results","G:\desktop app genuine\school_student_app\lib\features\results\screens\results_screen.dart","results_screen.dart","ResultsScreen","ConsumerWidget"
"school_student_app","timetable","G:\desktop app genuine\school_student_app\lib\features\timetable\screens\timetable_screen.dart","timetable_screen.dart","TimetableScreen","ConsumerStatefulWidget"
"school_student_app","transport","G:\desktop app genuine\school_student_app\lib\features\transport\screens\transport_screen.dart","transport_screen.dart","TransportScreen","ConsumerWidget"
"school_teacher_app","announcements","G:\desktop app genuine\school_teacher_app\lib\features\announcements\screens\announcements_screen.dart","announcements_screen.dart","AnnouncementsScreen","ConsumerWidget"
"school_teacher_app","attendance","G:\desktop app genuine\school_teacher_app\lib\features\attendance\screens\attendance_screen.dart","attendance_screen.dart","AttendanceScreen","ConsumerStatefulWidget"
"school_teacher_app","auth","G:\desktop app genuine\school_teacher_app\lib\features\auth\screens\login_screen.dart","login_screen.dart","LoginScreen","ConsumerStatefulWidget"
"school_teacher_app","dashboard","G:\desktop app genuine\school_teacher_app\lib\features\dashboard\screens\dashboard_screen.dart","dashboard_screen.dart","DashboardScreen","ConsumerWidget"
"school_teacher_app","exams","G:\desktop app genuine\school_teacher_app\lib\features\exams\screens\exams_screen.dart","exams_screen.dart","ExamsScreen","ConsumerWidget"
"school_teacher_app","homework","G:\desktop app genuine\school_teacher_app\lib\features\homework\screens\homework_screen.dart","homework_screen.dart","HomeworkScreen","ConsumerStatefulWidget"
"school_teacher_app","leave","G:\desktop app genuine\school_teacher_app\lib\features\leave\screens\leave_screen.dart","leave_screen.dart","LeaveScreen","ConsumerStatefulWidget"
"school_teacher_app","lesson_plans","G:\desktop app genuine\school_teacher_app\lib\features\lesson_plans\screens\lesson_plans_screen.dart","lesson_plans_screen.dart","LessonPlansScreen","ConsumerWidget"
"school_teacher_app","materials","G:\desktop app genuine\school_teacher_app\lib\features\materials\screens\materials_screen.dart","materials_screen.dart","MaterialsScreen","ConsumerWidget"
"school_teacher_app","payslip","G:\desktop app genuine\school_teacher_app\lib\features\payslip\screens\payslip_screen.dart","payslip_screen.dart","PayslipScreen","ConsumerWidget"
"school_teacher_app","profile","G:\desktop app genuine\school_teacher_app\lib\features\profile\screens\profile_screen.dart","profile_screen.dart","ProfileScreen","ConsumerWidget"
"school_teacher_app","students","G:\desktop app genuine\school_teacher_app\lib\features\students\screens\students_screen.dart","students_screen.dart","StudentsScreen","ConsumerStatefulWidget"
"school_teacher_app","timetable","G:\desktop app genuine\school_teacher_app\lib\features\timetable\screens\timetable_screen.dart","timetable_screen.dart","TimetableScreen","ConsumerStatefulWidget"
"staff_petrol_pump_app","admin","G:\desktop app genuine\staff_petrol_pump_app\lib\features\admin\admin_dashboard_screen.dart","admin_dashboard_screen.dart","AdminDashboardScreen","StatelessWidget"
"staff_petrol_pump_app","attendance","G:\desktop app genuine\staff_petrol_pump_app\lib\features\attendance\presentation\screens\active_shift_dashboard.dart","active_shift_dashboard.dart","ActiveShiftDashboard","StatelessWidget"
"staff_petrol_pump_app","attendance","G:\desktop app genuine\staff_petrol_pump_app\lib\features\attendance\presentation\screens\id_card_scanner_screen.dart","id_card_scanner_screen.dart","IDCardScannerScreen","StatelessWidget"
"staff_petrol_pump_app","auth","G:\desktop app genuine\staff_petrol_pump_app\lib\features\auth\register_screen.dart","register_screen.dart","RegisterScreen","StatelessWidget"
